epoch,train_loss,train_eval,test_loss,test_eval
1,0.18668697282671928,0.6964654207229615,0.05494967758655548,0.3924672842025757
2,0.05836892887949943,0.3912299346923828,0.05566656827926636,0.38459596276283264
3,0.048264442086219786,0.3563002347946167,0.04556656688451767,0.3559444272518158
4,0.04531921312212944,0.3486522614955902,0.04502978891134262,0.35356874465942384
5,0.044534031748771664,0.34627968311309815,0.045340377539396286,0.3540064382553101
6,0.04424114882946015,0.34501383066177366,0.04598280549049377,0.3556829905509949
7,0.04311298668384552,0.3395519745349884,0.045736263692379,0.35539688348770143
8,0.04298087865114212,0.3381798219680786,0.04595847710967064,0.3557766342163086
9,0.040443917959928515,0.3287561058998108,0.046433668583631516,0.3572257685661316
10,0.04083973065018654,0.3290073299407959,0.04683659479022026,0.3576078057289124
