epoch,train_loss,train_eval,test_loss,test_eval
1,0.15260872423648833,0.6194239974021911,0.07565140902996063,0.4567142581939697
2,0.05901896685361862,0.3938610649108887,0.05002214014530182,0.368803825378418
3,0.047277046144008635,0.35393686771392824,0.04646654292941094,0.3570045304298401
4,0.04499622404575348,0.34587509632110597,0.04571320533752441,0.3552164697647095
5,0.04374210238456726,0.34268548011779787,0.04643807023763657,0.3571977210044861
6,0.041794714033603665,0.33318612575531004,0.0473348268866539,0.35908328771591186
7,0.04190900474786759,0.33229017376899717,0.04785110741853714,0.35999197959899903
8,0.041149071156978606,0.330375452041626,0.048031570315361025,0.36023860692977905
9,0.03927440568804741,0.32152561902999877,0.04893091887235641,0.36339051961898805
10,0.03924182891845703,0.3225023913383484,0.05055611580610275,0.3678808903694153
